review_rank,growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations,candidate_latitude,candidate_longitude,estimated_population_2025_cell,coverage_gap_pct,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,opportunity_score,confidence_score,confidence_level,cell_recommendation,cell_market_anchor_name,cell_market_anchor_address,candidate_label,sanity_flags,sanity_status,sanity_penalty,sanity_adjusted_score,candidate_type,required_next_checks
25,26,GROW-144,12,24295.08,80.9,74.9,24.58502,55.749466,,,8743ae125ffffff,8743ae125ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,79.1,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.59985502439143,55.745640627608175,5789.38,100.0,Al Ain,42.392,0,0,80.9,70,MEDIUM,GROW,,,"Search area near 24.5999, 55.7456",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,71.1,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
26,27,GROW-171,6,15493.03,80.12,76.0,24.486347,52.316143,,,87534d86affffff,87534d86affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.88,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.488047404540563,52.31136264447852,4752.76,100.0,Al Dhafra Branch,171.552,0,0,80.12,70,MEDIUM,GROW,,,"Search area near 24.4880, 52.3114",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.88,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
27,28,GROW-124,5,11440.71,80.18,75.82,25.399116,56.162957,,,8743ac2b2ffffff,8743ac2b2ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.87,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.39690051344508,56.16485518488847,4795.09,100.0,Al Taif Mall,34.738,0,0,80.18,70,MEDIUM,GROW,,,"Search area near 25.3969, 56.1649",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.87,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
28,29,GROW-016,10,22317.87,80.13,75.5,24.078417,53.478575,,,8743a636dffffff,8743a636dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.74,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.098674170610305,53.49422869506401,4764.39,100.0,Al Dhafra Branch,56.908,0,0,80.13,70,MEDIUM,GROW,,,"Search area near 24.0987, 53.4942",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.74,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
29,30,GROW-114,6,12607.41,79.94,75.69,24.959266,56.20753,,,8743aea4cffffff,8743aea4cffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.66,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.945390880800343,56.19960541962937,4559.84,100.0,Al Taif Mall,23.208,0,0,79.94,70,MEDIUM,GROW,,,"Search area near 24.9454, 56.1996",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.66,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
30,31,GROW-082,14,23785.89,80.49,73.98,24.20124,54.862007,,,8743a38edffffff,8743a38edffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.54,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.198061071612948,54.88305692049148,5194.73,100.0,Baniyas,27.629,0,0,80.49,70,MEDIUM,GROW,,,"Search area near 24.1981, 54.8831",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.54,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
31,32,GROW-088,20,41183.92,79.87,75.22,24.184137,55.050806,,,8743a3b82ffffff,8743a3b82ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.47,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.1860147758556,55.00666435941575,4424.64,100.0,Al Falah,39.341,0,0,79.87,70,MEDIUM,GROW,,,"Search area near 24.1860, 55.0067",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.47,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
32,33,GROW-012,4,10042.44,78.77,77.07,23.914231,53.712246,,,8743a625bffffff,8743a625bffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.26,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.92351478430342,53.71046920126506,3487.36,100.0,Al Dhafra Branch,32.856,0,0,78.77,70,MEDIUM,GROW,,,"Search area near 23.9235, 53.7105",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.26,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
33,34,GROW-146,6,13617.26,79.49,75.27,24.707858,55.620292,,,8743ae802ffffff,8743ae802ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.22,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.724926125983025,55.62133231168141,4103.02,100.0,Nad Al Sheba,54.584,0,0,79.49,70,MEDIUM,GROW,,,"Search area near 24.7249, 55.6213",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.22,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
34,35,GROW-018,3,7470.58,78.81,76.56,24.112645,53.440626,,,8743a0d90ffffff,8743a0d90ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.14,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.11551884080517,53.45067507161072,3496.21,100.0,Al Dhafra Branch,60.462,0,0,78.81,70,MEDIUM,GROW,,,"Search area near 24.1155, 53.4507",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.14,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
35,36,GROW-096,5,9233.59,79.7,74.33,23.736572,53.515193,,,8743a6286ffffff,8743a6286ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.09,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.739255109559696,53.52903983204449,4266.52,100.0,Al Dhafra Branch,22.541,0,0,79.7,70,MEDIUM,GROW,,,"Search area near 23.7393, 53.5290",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.09,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
36,37,GROW-149,20,32979.69,79.69,74.12,24.527561,55.574172,,,8743aed46ffffff,8743aed46ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,78.02,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.51261975072978,55.49558491450375,4264.66,100.0,Al Ain,35.891,0,0,79.69,70,MEDIUM,GROW,,,"Search area near 24.5126, 55.4956",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,70.02,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
